name,gender,age,standard,caste,dropoutStatus,dropoutReason,dropoutPrediction,dropoutFeedback
Lock Shewery,Agender,41,8,ST,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,2,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta
Dorisa Grigorian,Genderfluid,17,3,SC,true,etc.) Financial constraints Family issues (e.g.,6,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
Emelyne Kleinmann,Female,45,4,OBC,false,parental divorce,5,elementum ligula vehicula consequat morbi a ipsum integer a nibh in
Nobe Jumonet,Male,111,5,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,1,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
Flori Matijevic,Female,79,0,General,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,0,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
Fernanda Casiero,Female,119,3,SC,true,Lack of resources (books,6,accumsan felis ut at dolor quis odio consequat varius integer
Nigel O'Nions,Polygender,8,5,SC,false,race,5,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
Frazier Fassan,Male,59,11,General,true,stationery,1,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
Norbie Geleman,Male,29,5,SC,false,race,5,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in
Murry Howbrook,Genderfluid,58,1,General,true,stationery,9,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
Atlante Edwardes,Female,81,9,OBC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,2,dui nec nisi volutpat eleifend donec ut dolor morbi vel
Gregg Bursell,Male,52,5,SC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,2,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
Karole Chupin,Female,90,8,ST,true,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,0,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
Elvyn Bauman,Male,89,7,SC,true,poor teaching quality,9,eu massa donec dapibus duis at velit eu est congue
Maurise Fazakerley,Male,114,5,General,false,poor teaching quality,6,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit
Bernelle Bowfin,Female,22,9,SC,false,parental divorce,8,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
Zaria Antonellini,Female,16,9,ST,true,etc.) Financial constraints Family issues (e.g.,3,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
Lawton Cocci,Male,18,8,OBC,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,8,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
Viole Darrach,Female,33,1,General,true,parental divorce,3,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
Doralynne Makepeace,Female,4,6,OBC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,0,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis
Rubin Abramski,Male,116,5,ST,false,anxiety) Lack of access to technology or internet connectivity Lack of parental involvement or support in education Poverty or socioeconomic status Absence of role models or mentors Lack of awareness about the importance of education,6,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
Tate Seamans,Bigender,19,10,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,9,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis
Alana McKevin,Female,72,10,General,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,8,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
Marlane Queripel,Female,19,6,OBC,true,etc.) Financial constraints Family issues (e.g.,9,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
Bailey Arnould,Male,105,11,General,false,or ethnicity Cultural or religious factors Mental health disorders (e.g.,7,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
Carmine Lavrick,Genderqueer,112,7,General,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,4,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
Michal Diglin,Male,67,1,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
Ange Teague,Male,29,9,ST,true,stationery,3,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
Temp Doud,Male,13,12,General,false,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,7,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula
Jarrett Hardie,Male,86,4,OBC,true,race,3,pede venenatis non sodales sed tincidunt eu felis fusce posuere
Kaylyn Jimeno,Female,51,8,OBC,true,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,10,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
Abel Bowle,Male,120,1,ST,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,2,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
Dacey Wise,Female,5,2,General,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,9,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
Penelope Pottberry,Female,83,7,OBC,false,stationery,8,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
Boycey Abdie,Bigender,64,1,OBC,false,depression,6,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
Trip Porcas,Bigender,71,7,ST,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,4,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
Willamina Stronghill,Female,14,4,SC,true,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,6,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
Annelise Marin,Female,55,7,SC,true,stationery,9,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
Nana McGeorge,Female,23,6,ST,true,race,10,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet
Harland Hilldrop,Male,93,4,SC,false,family relocation) Health problems (both physical and mental) Bullying or harassment at school Learning difficulties or disabilities Inadequate school infrastructure (e.g.,7,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
Alec Robinson,Male,74,10,SC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,0,amet cursus id turpis integer aliquet massa id lobortis convallis tortor
Charla Bruin,Female,38,3,OBC,false,overcrowded classrooms) Unsupportive or dysfunctional family environment Peer pressure or influence from friends Substance abuse or addiction issues Early marriage or teenage pregnancy Lack of motivation or interest in studies School-related factors (e.g.,7,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
Dermot Addenbrooke,Male,25,9,OBC,false,depression,1,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
Abramo Costley,Male,27,9,OBC,true,or ethnicity Cultural or religious factors Mental health disorders (e.g.,4,tristique est et tempus semper est quam pharetra magna ac
Rooney Kelcher,Bigender,25,10,General,true,parental divorce,6,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
Betsy Gallaher,Female,89,8,General,true,boring curriculum) Distance from school or transportation issues Work or employment opportunities Involvement in criminal activities or gangs Language barriers or communication problems Discrimination based on gender,0,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
